ema,atr,osc,dist,vwap,ent1,tf,market,research_n,research_mean,research_net,research_pf,research_sh,research_dd,locked_n,locked_mean,locked_net,locked_pf,locked_sh,locked_dd
13,10,1,3.5,99.0,840,5,NQ,37,14.029999999998836,519.1099999999569,1.3415916508738348,0.5199878679220633,394.320000000007,30,32.279999999998836,968.3999999999651,1.368754141058725,0.5800604882929015,980.6300000000047
13,10,1,4.0,1.5,630,5,NQ,0,,0.0,,,,1,11.529999999998836,11.529999999998836,11529999999.998835,0.9715041043243722,0.0
13,10,1,4.0,1.5,660,5,NQ,0,,0.0,,,,1,11.529999999998836,11.529999999998836,11529999999.998835,0.9715041043243722,0.0
13,10,1,4.0,1.5,720,5,NQ,0,,0.0,,,,1,11.529999999998836,11.529999999998836,11529999999.998835,0.9715041043243722,0.0
13,10,1,4.0,1.5,840,5,NQ,0,,0.0,,,,1,11.529999999998836,11.529999999998836,11529999999.998835,0.9715041043243722,0.0
13,10,1,4.0,2.0,630,5,NQ,0,,0.0,,,,2,42.779999999998836,85.55999999999767,85559999999.99767,1.1100729789728403,0.0
13,10,1,4.0,2.0,660,5,NQ,0,,0.0,,,,2,42.779999999998836,85.55999999999767,85559999999.99767,1.1100729789728403,0.0
13,10,1,4.0,2.0,720,5,NQ,0,,0.0,,,,2,42.779999999998836,85.55999999999767,85559999999.99767,1.1100729789728403,0.0
13,10,1,4.0,2.0,840,5,NQ,0,,0.0,,,,2,42.779999999998836,85.55999999999767,85559999999.99767,1.1100729789728403,0.0
13,10,1,4.0,2.5,630,5,NQ,2,14.154999999998836,28.30999999999767,2.745376078914651,0.4250840183486279,0.0,4,58.342499999998836,233.36999999999534,233369999999.99533,1.6031723310079034,0.0
13,10,1,4.0,2.5,660,5,NQ,2,14.154999999998836,28.30999999999767,2.745376078914651,0.4250840183486279,0.0,4,58.342499999998836,233.36999999999534,233369999999.99533,1.6031723310079034,0.0
13,10,1,4.0,2.5,720,5,NQ,2,14.154999999998836,28.30999999999767,2.745376078914651,0.4250840183486279,0.0,4,58.342499999998836,233.36999999999534,233369999999.99533,1.6031723310079034,0.0
13,10,1,4.0,2.5,840,5,NQ,2,14.154999999998836,28.30999999999767,2.745376078914651,0.4250840183486279,0.0,4,58.342499999998836,233.36999999999534,233369999999.99533,1.6031723310079034,0.0
13,10,1,4.0,3.0,630,5,NQ,3,46.9466666666655,140.8399999999965,9.683107274968336,0.821615097381305,0.0,7,16.49428571428455,115.45999999999185,1.97922144008132,0.6966868295192609,117.91000000000349
13,10,1,4.0,3.0,660,5,NQ,3,46.9466666666655,140.8399999999965,9.683107274968336,0.821615097381305,0.0,7,16.49428571428455,115.45999999999185,1.97922144008132,0.6966868295192609,117.91000000000349
13,10,1,4.0,3.0,720,5,NQ,3,46.9466666666655,140.8399999999965,9.683107274968336,0.821615097381305,0.0,7,16.49428571428455,115.45999999999185,1.97922144008132,0.6966868295192609,117.91000000000349
13,10,1,4.0,3.0,840,5,NQ,3,46.9466666666655,140.8399999999965,9.683107274968336,0.821615097381305,0.0,7,16.49428571428455,115.45999999999185,1.97922144008132,0.6966868295192609,117.91000000000349
13,10,1,4.0,99.0,630,5,NQ,5,37.07999999999883,185.39999999999418,12.430332922316946,1.0479334754384966,16.220000000001164,11,-53.151818181819344,-584.6700000000128,0.3476994823277309,-0.9640883773053516,810.7600000000093
13,10,1,4.0,99.0,660,5,NQ,5,37.07999999999883,185.39999999999418,12.430332922316946,1.0479334754384966,16.220000000001164,11,-53.151818181819344,-584.6700000000128,0.3476994823277309,-0.9640883773053516,810.7600000000093
13,10,1,4.0,99.0,720,5,NQ,5,37.07999999999883,185.39999999999418,12.430332922316946,1.0479334754384966,16.220000000001164,11,-53.151818181819344,-584.6700000000128,0.3476994823277309,-0.9640883773053516,810.7600000000093
13,10,1,4.0,99.0,840,5,NQ,5,37.07999999999883,185.39999999999418,12.430332922316946,1.0479334754384966,16.220000000001164,12,-44.82416666666783,-537.890000000014,0.3998906640485432,-0.8839079103668386,763.9800000000105
13,10,2,1.5,1.5,630,5,NQ,153,14.797973856207987,2264.089999999822,1.3510162633137144,1.0649845207177306,718.3800000000629,90,26.35222222222106,2371.699999999895,1.380057592738872,0.8190539868930097,2149.600000000006
13,10,2,1.5,1.5,660,5,NQ,153,14.797973856207987,2264.089999999822,1.3510162633137144,1.0649845207177306,718.3800000000629,90,26.35222222222106,2371.699999999895,1.380057592738872,0.8190539868930097,2149.600000000006
13,10,2,1.5,1.5,720,5,NQ,155,14.520322580643997,2250.6499999998196,1.3482070196826794,1.0586111014817117,718.3800000000629,93,27.36064516128916,2544.5399999998917,1.4071531092439455,0.8792706843314285,2149.600000000006
13,10,2,1.5,1.5,840,5,NQ,199,9.947085427134514,1979.4699999997683,1.2471717479471431,0.8551445994130022,999.0200000000768,109,26.504770642200672,2889.019999999873,1.4097226555630347,0.9753681298814639,2333.070000000007
